timestamp,requests_sent,bytes_sent,cpu_usage,memory_usage,network_bytes_sent,network_bytes_recv,server_status,current_rate,adaptive_factor,HTTP GET Flood_success,HTTP POST Flood_success,Slowloris_success,HTTP HEAD Flood_success,Large File Request_success,Rapid Session Creation_success,HTTP GET Flood_fail,HTTP POST Flood_fail,Slowloris_fail,HTTP HEAD Flood_fail,Large File Request_fail,Rapid Session Creation_fail
1727037278.586266,1527,1563648,12.0,50.4,523412706,23112890435,UP,20.0,2.0,566,147,283,225,260,46,0,0,0,0,0,0
1727037280.5889494,1567,1604608,5.5,50.4,523563719,23113022552,UP,20.0,2.0,584,150,291,233,263,46,0,0,0,0,0,0
1727037282.5916245,1607,1645568,4.0,50.5,523709098,23113140666,UP,20.0,2.0,603,153,298,238,269,46,0,0,0,0,0,0
1727037284.5937533,1647,1686528,13.3,50.3,523865285,23113270700,UP,20.0,2.0,616,157,305,241,281,47,0,0,0,0,0,0
1727037286.5960443,1687,1727488,4.0,50.3,523985236,23113377133,UP,20.0,2.0,632,160,309,249,289,48,0,0,0,0,0,0
1727037288.598607,1727,1768448,13.1,50.2,524143947,23113505130,UP,20.0,2.0,648,164,314,254,298,49,0,0,0,0,0,0
1727037290.6036503,1767,1809408,97.5,51.1,524393621,23113747175,UP,20.0,2.0,659,165,321,262,308,52,0,0,0,0,0,0
1727037292.6064167,1807,1850368,89.6,52.4,524657300,23113963699,UP,20.0,2.0,670,168,327,271,318,53,0,0,0,0,0,0
1727037294.6088789,1847,1891328,16.3,52.5,524888673,23114143854,UP,20.0,2.0,685,172,335,277,325,53,0,0,0,0,0,0
1727037296.6117318,1887,1932288,17.6,52.1,525041759,23114273424,UP,20.0,2.0,704,179,346,278,326,54,0,0,0,0,0,0
1727037298.614283,1927,1973248,13.2,52.6,525171485,23114386317,UP,20.0,2.0,718,184,357,281,332,55,0,0,0,0,0,0
1727037300.6173372,1967,2014208,5.5,52.6,525359605,23114534748,UP,20.0,2.0,730,190,365,285,339,58,0,0,0,0,0,0
1727037302.6211636,2007,2055168,4.5,52.3,525486789,23114642908,UP,20.0,2.0,744,195,373,288,347,60,0,0,0,0,0,0
1727037304.623456,2047,2096128,11.6,52.5,525662058,23114788053,UP,20.0,2.0,759,200,378,296,353,61,0,0,0,0,0,0
1727037306.62773,2087,2137088,15.8,52.6,525812953,23114907481,UP,20.0,2.0,776,203,384,298,364,62,0,0,0,0,0,0
1727037308.63202,2127,2178048,14.4,52.7,525947295,23115020073,UP,20.0,2.0,796,206,392,303,368,62,0,0,0,0,0,0
1727037310.634753,2167,2219008,3.0,52.7,526110380,23115157869,UP,20.0,2.0,810,212,399,306,375,65,0,0,0,0,0,0
1727037312.6381998,2207,2259968,8.1,52.9,526269071,23115288073,UP,20.0,2.0,823,217,408,310,382,67,0,0,0,0,0,0
1727037314.6417708,2247,2300928,8.6,52.9,526444205,23115432992,UP,20.0,2.0,834,224,415,315,392,67,0,0,0,0,0,0
1727037316.6438584,2287,2341888,26.1,53.2,526589100,23115549877,UP,20.0,2.0,850,227,427,319,397,67,0,0,0,0,0,0
1727037318.6461744,2327,2382848,47.2,52.6,526763189,23115681869,UP,20.0,2.0,868,232,432,325,402,68,0,0,0,0,0,0
1727037320.6483607,2367,2423808,1.0,52.7,526929814,23115831525,UP,20.0,2.0,881,235,443,328,412,68,0,0,0,0,0,0
1727037322.65072,2407,2464768,3.0,52.8,527084780,23115969010,UP,20.0,2.0,897,244,448,334,415,69,0,0,0,0,0,0
1727037324.6542568,2447,2505728,8.5,52.8,527259675,23116098177,UP,20.0,2.0,907,246,463,341,420,70,0,0,0,0,0,0
1727037326.656364,2487,2546688,5.0,52.8,527398346,23116216640,UP,20.0,2.0,922,251,472,347,424,71,0,0,0,0,0,0
1727037328.6595943,2527,2587648,7.5,52.8,527534618,23116330161,UP,20.0,2.0,934,253,482,356,430,72,0,0,0,0,0,0
1727037330.661745,2567,2628608,1.0,52.7,527727464,23116479447,UP,20.0,2.0,946,260,490,363,436,72,0,0,0,0,0,0
1727037332.6644464,2607,2669568,87.4,53.1,528213084,23116831895,UP,20.0,2.0,961,266,496,368,443,73,0,0,0,0,0,0
1727037334.6675158,2647,2710528,32.0,53.6,528390401,23116981308,UP,20.0,2.0,974,272,500,375,450,76,0,0,0,0,0,0
1727037336.6699708,2687,2751488,5.0,53.6,528548049,23117099746,UP,20.0,2.0,984,281,505,384,456,77,0,0,0,0,0,0
1727037338.67261,2727,2792448,0.5,53.6,528690453,23117215307,UP,20.0,2.0,1000,289,512,386,462,78,0,0,0,0,0,0
1727037340.6758797,2767,2833408,0.5,53.4,528839028,23117341036,UP,20.0,2.0,1015,291,522,389,471,79,0,0,0,0,0,0
1727037342.6792786,2807,2874368,2.0,53.5,529206148,23117609898,UP,20.0,2.0,1030,297,530,393,478,79,0,0,0,0,0,0
1727037344.6831117,2847,2915328,11.1,53.7,529380330,23117743335,UP,20.0,2.0,1043,304,535,399,487,79,0,0,0,0,0,0
1727037346.6852038,2887,2956288,4.0,53.8,529510498,23117854109,UP,20.0,2.0,1059,310,544,403,492,79,0,0,0,0,0,0
1727037348.6874077,2927,2997248,2.0,53.4,529966170,23118160864,UP,20.0,2.0,1074,315,552,405,501,80,0,0,0,0,0,0
1727037350.6898744,2967,3038208,8.5,53.8,530145083,23118300795,UP,20.0,2.0,1089,322,557,411,506,82,0,0,0,0,0,0
1727037352.6920285,3007,3079168,2.0,53.9,530272744,23118408996,UP,20.0,2.0,1104,325,563,418,515,82,0,0,0,0,0,0
1727037354.694329,3047,3120128,7.5,53.9,530473592,23118563384,UP,20.0,2.0,1121,328,570,425,521,82,0,0,0,0,0,0
1727037356.6966178,3087,3161088,7.5,53.5,530609328,23118669221,UP,20.0,2.0,1134,330,581,433,527,82,0,0,0,0,0,0
1727037358.7006338,3127,3202048,3.0,53.5,530737760,23118777993,UP,20.0,2.0,1149,333,587,441,535,82,0,0,0,0,0,0
1727037360.7026496,3167,3243008,9.2,53.8,530916153,23118917451,UP,20.0,2.0,1161,337,596,448,542,83,0,0,0,0,0,0
1727037362.7048552,3207,3283968,3.0,53.8,531050557,23119027753,UP,20.0,2.0,1171,341,605,457,550,83,0,0,0,0,0,0
1727037364.7075677,3247,3324928,6.0,53.8,531215892,23119159723,UP,20.0,2.0,1186,346,613,461,557,84,0,0,0,0,0,0
1727037366.7103074,3287,3365888,15.2,54.0,531362242,23119270472,UP,20.0,2.0,1204,349,618,468,562,86,0,0,0,0,0,0
